id,species_id,height,weight,base_experience,order,is_default,name,sprites
758,758,12,222,168,886,1,salazzle,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/salazzle.png""}"
759,759,5,68,68,888,1,stufful,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/stufful.png""}"
760,760,21,1350,175,889,1,bewear,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/bewear.png""}"
761,761,3,32,42,890,1,bounsweet,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/bounsweet.png""}"
762,762,7,82,102,891,1,steenee,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/steenee.png""}"
763,763,12,214,230,892,1,tsareena,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/tsareena.png""}"
764,764,1,3,170,893,1,comfey,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/comfey.png""}"
765,765,15,760,172,894,1,oranguru,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/oranguru.png""}"
766,766,20,828,172,895,1,passimian,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/passimian.png""}"
767,767,5,120,46,896,1,wimpod,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/wimpod.png""}"
768,768,20,1080,186,897,1,golisopod,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/golisopod.png""}"
769,769,5,700,64,898,1,sandygast,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/sandygast.png""}"
770,770,13,2500,168,899,1,palossand,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/palossand.png""}"
771,771,3,12,144,900,1,pyukumuku,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/pyukumuku.png""}"
,,,,,,,,
773,773,23,1005,257,902,1,silvally,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/silvally.png""}"
,,,,,,,,
775,775,4,199,168,917,1,komala,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/komala.png""}"
776,776,20,2120,170,918,1,turtonator,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/turtonator.png""}"
777,777,3,33,152,919,1,togedemaru,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/togedemaru.png""}"
,,,,,,,,
779,779,9,190,166,925,1,bruxish,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/bruxish.png""}"
780,780,30,1850,170,926,1,drampa,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/drampa.png""}"
781,781,39,2100,181,927,1,dhelmise,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/dhelmise.png""}"
782,782,6,297,60,928,1,jangmo-o,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/jangmo-o.png""}"
783,783,12,470,147,929,1,hakamo-o,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/hakamo-o.png""}"
784,784,16,782,270,930,1,kommo-o,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/kommo-o.png""}"
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
789,789,2,1,40,936,1,cosmog,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/cosmog.png""}"
790,790,1,9999,140,937,1,cosmoem,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/cosmoem.png""}"
791,791,34,2300,306,938,1,solgaleo,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/solgaleo.png""}"
792,792,40,1200,306,939,1,lunala,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/lunala.png""}"
793,793,12,555,257,940,1,nihilego,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/nihilego.png""}"
794,794,24,3336,257,941,1,buzzwole,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/buzzwole.png""}"
795,795,18,250,257,942,1,pheromosa,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/pheromosa.png""}"
796,796,38,1000,257,943,1,xurkitree,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/xurkitree.png""}"
797,797,92,9999,257,944,1,celesteela,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/celesteela.png""}"
798,798,3,1,257,945,1,kartana,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/kartana.png""}"
799,799,55,8880,257,946,1,guzzlord,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/guzzlord.png""}"
800,800,24,2300,270,947,1,necrozma,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/necrozma.png""}"
801,801,10,805,270,951,1,magearna,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/magearna.png""}"
802,802,7,222,270,953,1,marshadow,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/marshadow.png""}"
803,803,6,18,189,954,1,poipole,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/poipole.png""}"
804,804,36,1500,243,955,1,naganadel,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/naganadel.png""}"
805,805,55,8200,257,956,1,stakataka,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/stakataka.png""}"
806,806,18,130,257,957,1,blacephalon,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/blacephalon.png""}"
807,807,15,445,270,958,1,zeraora,"{""normal"":""http://img.pokemondb.net/sprites/x-y/normal/zeraora.png""}"
,,,,,,,,
,,,,,,,,
